date,code,open,high,low,close,preclose,volume,amount,pctChg,label,UpOrDown
2018-02-08,sz.002916,63.2000,66.6600,63.1300,65.5700,64.1900,10833376,706591025.9600,2.149863,LH,Up
2018-02-09,sz.002916,62.9800,65.8500,61.2600,63.2800,65.5700,10217529,652218458.5800,-3.492452,LH,Down
2018-02-12,sz.002916,64.0700,66.1300,64.0700,64.5300,63.2800,10087054,656409799.8200,1.975348,HH,Up
2018-02-13,sz.002916,65.0500,65.2700,61.1500,61.2000,64.5300,9842696,620309155.2400,-5.160388,HL,Down
2018-02-14,sz.002916,61.5500,62.6900,60.7200,61.0000,61.2000,5994707,369830884.2900,-0.326799,HL,Down
2018-02-22,sz.002916,61.8000,63.5800,60.6100,63.3600,61.0000,7470919,468127082.6300,3.868853,HH,Up
2018-02-23,sz.002916,63.4800,69.7000,63.0000,69.7000,63.3600,12182674,799319790.9300,10.006310,HH,Up
2018-02-26,sz.002916,72.0000,73.9700,70.6000,73.1500,69.7000,17381708,1258228573.4300,4.949792,HH,Up
2018-02-27,sz.002916,74.9900,76.5000,72.5800,72.7000,73.1500,15913126,1179286770.8500,-0.615181,HL,Down
2018-02-28,sz.002916,70.9600,73.8400,70.5100,71.0000,72.7000,11457226,824774816.6100,-2.338373,LH,Down
2018-03-01,sz.002916,70.0000,74.4800,69.9000,73.3100,71.0000,11683494,847134433.7300,3.253518,LH,Up
2018-03-02,sz.002916,72.3000,73.5000,70.5000,70.7500,73.3100,9869278,707055021.3800,-3.492017,LL,Down
2018-03-05,sz.002916,71.9700,77.8300,71.5600,77.8300,70.7500,18050413,1360745722.5500,10.007070,HH,Up
2018-03-06,sz.002916,80.0500,80.9300,76.5000,77.2300,77.8300,18588452,1466227007.1700,-0.770909,HL,Down
2018-03-07,sz.002916,76.5200,80.4800,75.7100,78.1100,77.2300,14386978,1130412789.0200,1.139450,LH,Up
2018-03-08,sz.002916,78.2100,79.5800,77.3300,79.1900,78.1100,11450572,899604440.7000,1.382668,HH,Up
2018-03-09,sz.002916,79.2700,82.7000,78.5300,80.9000,79.1900,15123569,1217710704.9000,2.159362,HH,Up
