date,code,open,high,low,close,preclose,volume,amount,pctChg,label,UpOrDown
2016-12-09,sh.603816,54.7800,55.1900,53.9800,54.1800,54.7600,3358633,182578366.0000,-1.059164,HL,Down
2016-12-12,sh.603816,53.8300,54.2800,49.0000,49.7900,54.1800,5432893,280279360.0000,-8.102619,LL,Down
2016-12-13,sh.603816,49.5000,50.4700,49.0200,49.9600,49.7900,3086139,153506872.0000,0.341430,LH,Up
2016-12-14,sh.603816,49.5800,49.9800,48.1000,48.4700,49.9600,3383156,165371115.0000,-2.982382,LL,Down
2016-12-15,sh.603816,48.4700,49.6400,48.0900,48.8200,48.4700,2975204,145890844.0000,0.722093,SH,Up
2016-12-16,sh.603816,48.9000,50.2900,48.6800,49.8200,48.8200,3531446,174545134.0000,2.048341,HH,Up
2016-12-19,sh.603816,50.6200,50.6200,49.0600,49.5400,49.8200,2319540,115224760.0000,-0.562021,HL,Down
2016-12-20,sh.603816,49.6000,49.9900,49.3000,49.6900,49.5400,1773276,88017638.0000,0.302781,HH,Up
2016-12-21,sh.603816,49.6800,50.0700,49.5000,49.9300,49.6900,2111276,105087223.0000,0.482998,SH,Up
2016-12-22,sh.603816,49.8300,51.4300,49.5100,50.8100,49.9300,4332676,219465982.0000,1.762470,LH,Up
2016-12-23,sh.603816,50.5800,50.7700,49.0200,49.3900,50.8100,3538306,176403970.0000,-2.794729,LL,Down
2016-12-26,sh.603816,48.9500,49.4500,48.0100,49.2500,49.3900,2208047,107325789.0000,-0.283457,LH,Down
2016-12-27,sh.603816,49.2500,49.5500,48.5800,48.6300,49.2500,1827127,89472316.0000,-1.258881,SL,Down
2016-12-28,sh.603816,48.4000,48.9300,47.9000,47.9700,48.6300,1916080,92640870.0000,-1.357187,LL,Down
2016-12-29,sh.603816,47.9700,48.3200,47.4500,47.4700,47.9700,1847499,88355051.0000,-1.042318,SL,Down
2016-12-30,sh.603816,47.6800,47.8100,47.0300,47.3400,47.4700,1720541,81580552.0000,-0.273859,HL,Down
2017-01-03,sh.603816,47.3600,48.1600,47.3600,47.9500,47.3400,1902840,90945510.0000,1.288552,HH,Up
2017-01-04,sh.603816,48.0000,48.5600,47.6500,48.4200,47.9500,2105085,101411435.0000,0.980182,HH,Up
